"","date","team","conf","opp","opp_conf","location","result","score","wab","quad"
"5773",2024-01-18,"Marshall","SB","Old Dominion","SB","Away","L","91-66",-0.883413299070581,"Quadrant 4"
"5774",2024-01-18,"Old Dominion","SB","Marshall","SB","Home","W","91-66",0.0569773320592629,"Quadrant 4"
"5775",2024-01-18,"Middle Tennessee","CUSA","UTEP","CUSA","Away","L","73-59",-0.774642948950304,"Quadrant 3"
"5776",2024-01-18,"UTEP","CUSA","Middle Tennessee","CUSA","Home","W","73-59",0.0378520412073466,"Quadrant 4"
"5777",2024-01-18,"Milwaukee","Horz","Northern Kentucky","Horz","Away","L","90-72",-0.787976906253574,"Quadrant 3"
"5778",2024-01-18,"Northern Kentucky","Horz","Milwaukee","Horz","Home","W","90-72",0.0487260865997766,"Quadrant 4"
"5779",2024-01-18,"Minnesota","B10","Michigan St.","B10","Away","L","76-66",-0.201140651700035,"Quadrant 1"
"5780",2024-01-18,"Michigan St.","B10","Minnesota","B10","Home","W","76-66",0.2460248384192,"Quadrant 3"
"5781",2024-01-18,"Monmouth","CAA","Drexel","CAA","Away","L","78-74",-0.630866385290545,"Quadrant 2"
"5782",2024-01-18,"Drexel","CAA","Monmouth","CAA","Home","W","78-74",0.0817407142340288,"Quadrant 4"
"5783",2024-01-18,"Nebraska Omaha","Sum","South Dakota St.","Sum","Away","L","90-87",-0.739415529599199,"Quadrant 3"
"5784",2024-01-18,"South Dakota St.","Sum","Nebraska Omaha","Sum","Home","W","90-87",0.0504116416495825,"Quadrant 4"
"5785",2024-01-18,"New Hampshire","AE","NJIT","AE","Away","W","70-62",0.0711886109997392,"Quadrant 4"
"5786",2024-01-18,"NJIT","AE","New Hampshire","AE","Home","L","70-62",-0.945818392236017,"Quadrant 4"
"5787",2024-01-18,"North Alabama","ASun","Austin Peay","ASun","Away","L","83-80",-0.831546650615866,"Quadrant 3"
"5788",2024-01-18,"Austin Peay","ASun","North Alabama","ASun","Home","W","83-80",0.0412577193052421,"Quadrant 4"
"5789",2024-01-18,"Northeastern","CAA","North Carolina A&T","CAA","Away","L","72-65",-0.942213255843545,"Quadrant 4"
"5790",2024-01-18,"North Carolina A&T","CAA","Northeastern","CAA","Home","W","72-65",0.0649714869385676,"Quadrant 4"
"5791",2024-01-18,"Oral Roberts","Sum","North Dakota","Sum","Away","L","87-77",-0.821644597439413,"Quadrant 3"
"5792",2024-01-18,"North Dakota","Sum","Oral Roberts","Sum","Home","W","87-77",0.0412762943941394,"Quadrant 4"
"5793",2024-01-18,"Oregon St.","P12","Utah","P12","Away","L","74-47",-0.342304770578171,"Quadrant 1"
"5794",2024-01-18,"Utah","P12","Oregon St.","P12","Home","W","74-47",0.0902378597405238,"Quadrant 4"
"5795",2024-01-18,"Oregon","P12","Colorado","P12","Away","L","86-70",-0.32470039485949,"Quadrant 1"
"5796",2024-01-18,"Colorado","P12","Oregon","P12","Home","W","86-70",0.280452318081239,"Quadrant 2"
"5797",2024-01-18,"Portland St.","BSky","Northern Arizona","BSky","Away","L","84-65",-0.920638107817565,"Quadrant 4"
"5798",2024-01-18,"Northern Arizona","BSky","Portland St.","BSky","Home","W","84-65",0.0495239082625639,"Quadrant 4"
"5799",2024-01-18,"Queens","ASun","Jacksonville","ASun","Away","L","79-77",-0.90910952200818,"Quadrant 4"
"5800",2024-01-18,"Jacksonville","ASun","Queens","ASun","Home","W","79-77",0.0396613387574846,"Quadrant 4"
"5801",2024-01-18,"SIU Edwardsville","OVC","Lindenwood","OVC","Away","W","78-59",0.0296404276936851,"Quadrant 4"
"5802",2024-01-18,"Lindenwood","OVC","SIU Edwardsville","OVC","Home","L","78-59",-0.959871192722514,"Quadrant 4"
"5803",2024-01-18,"Sacramento St.","BSky","Northern Colorado","BSky","Away","L","77-75",-0.789313952393861,"Quadrant 3"
"5804",2024-01-18,"Northern Colorado","BSky","Sacramento St.","BSky","Home","W","77-75",0.0180146132859474,"Quadrant 4"
"5805",2024-01-18,"Santa Clara","WCC","Pacific","WCC","Away","W","88-69",0.0550079982497802,"Quadrant 4"
"5806",2024-01-18,"Pacific","WCC","Santa Clara","WCC","Home","L","88-69",-0.858483822590831,"Quadrant 3"
"5807",2024-01-18,"Seattle","WAC","Stephen F. Austin","WAC","Away","L","89-84",-0.736738989025627,"Quadrant 3"
"5808",2024-01-18,"Stephen F. Austin","WAC","Seattle","WAC","Home","W","89-84",0.149065446182611,"Quadrant 3"
"5809",2024-01-18,"South Florida","Amer","Memphis","Amer","Away","W","74-73",0.479245773853512,"Quadrant 2"
"5810",2024-01-18,"Memphis","Amer","South Florida","Amer","Home","L","74-73",-0.841828549477115,"Quadrant 3"
"5811",2024-01-18,"St. Thomas","Sum","South Dakota","Sum","Away","L","74-73",-0.918471514227148,"Quadrant 4"
"5812",2024-01-18,"South Dakota","Sum","St. Thomas","Sum","Home","W","74-73",0.113840166037233,"Quadrant 3"
"5813",2024-01-18,"Stony Brook","CAA","Delaware","CAA","Away","L","71-68",-0.690792618166951,"Quadrant 3"
"5814",2024-01-18,"Delaware","CAA","Stony Brook","CAA","Home","W","71-68",0.0719147801139614,"Quadrant 4"
"5815",2024-01-18,"Tennessee Martin","OVC","Morehead St.","OVC","Away","L","84-66",-0.645718374445196,"Quadrant 2"
"5816",2024-01-18,"Morehead St.","OVC","Tennessee Martin","OVC","Home","W","84-66",0.056851366521768,"Quadrant 4"
"5817",2024-01-18,"Tennessee Tech","OVC","Tennessee St.","OVC","Away","L","85-53",-0.887532461690279,"Quadrant 4"
"5818",2024-01-18,"Tennessee St.","OVC","Tennessee Tech","OVC","Home","W","85-53",0.0126938133570821,"Quadrant 4"
"5819",2024-01-18,"Towson","CAA","College of Charleston","CAA","Away","W","82-78",0.385886734577026,"Quadrant 2"
"5820",2024-01-18,"College of Charleston","CAA","Towson","CAA","Home","L","82-78",-0.892113551571895,"Quadrant 3"
"5821",2024-01-18,"Troy","SB","South Alabama","SB","Away","L","74-71",-0.814895047847706,"Quadrant 4"
"5822",2024-01-18,"South Alabama","SB","Troy","SB","Home","W","74-71",0.156372550648036,"Quadrant 3"
"5823",2024-01-18,"UC Davis","BW","Cal St. Fullerton","BW","Away","W","67-65",0.158923541468387,"Quadrant 4"
"5824",2024-01-18,"Cal St. Fullerton","BW","UC Davis","BW","Home","L","67-65",-0.909270443538187,"Quadrant 4"
"5825",2024-01-18,"UC Riverside","BW","Cal St. Bakersfield","BW","Away","L","80-56",-0.861751120619913,"Quadrant 4"
"5826",2024-01-18,"Cal St. Bakersfield","BW","UC Riverside","BW","Home","W","80-56",0.0594097268203297,"Quadrant 4"
"5827",2024-01-18,"UC San Diego","BW","UC Irvine","BW","Away","L","76-65",-0.515205568901643,"Quadrant 2"
"5828",2024-01-18,"UC Irvine","BW","UC San Diego","BW","Home","W","76-65",0.193661763078586,"Quadrant 3"
"5829",2024-01-18,"UC Santa Barbara","BW","Cal St. Northridge","BW","Away","W","97-69",0.170891939874109,"Quadrant 3"
"5830",2024-01-18,"Cal St. Northridge","BW","UC Santa Barbara","BW","Home","L","97-69",-0.933154231626293,"Quadrant 4"
"5831",2024-01-18,"UMass Lowell","AE","Albany","AE","Away","W","97-76",0.1392731330822,"Quadrant 4"
"5832",2024-01-18,"Albany","AE","UMass Lowell","AE","Home","L","97-76",-0.894334906408062,"Quadrant 3"
"5833",2024-01-18,"UNC Asheville","BSth","Winthrop","BSth","Away","W","82-77",0.338025681026966,"Quadrant 3"
"5834",2024-01-18,"Winthrop","BSth","UNC Asheville","BSth","Home","L","82-77",-0.887276211034539,"Quadrant 3"
"5835",2024-01-18,"UNC Wilmington","CAA","Elon","CAA","Away","W","82-70",0.100131506298098,"Quadrant 4"
"5836",2024-01-18,"Elon","CAA","UNC Wilmington","CAA","Home","L","82-70",-0.82725243133975,"Quadrant 3"
"5837",2024-01-18,"UT Rio Grande Valley","WAC","UT Arlington","WAC","Away","L","91-73",-0.704934254103636,"Quadrant 3"
"5838",2024-01-18,"UT Arlington","WAC","UT Rio Grande Valley","WAC","Home","W","91-73",0.0215509233140756,"Quadrant 4"
"5839",2024-01-18,"Utah Tech","WAC","Southern Utah","WAC","Away","L","75-65",-0.84659448176562,"Quadrant 4"
"5840",2024-01-18,"Southern Utah","WAC","Utah Tech","WAC","Home","W","75-65",0.0407898699462419,"Quadrant 4"
"5841",2024-01-18,"Utah Valley","WAC","Grand Canyon","WAC","Away","L","78-65",-0.466375346102104,"Quadrant 1"
"5842",2024-01-18,"Grand Canyon","WAC","Utah Valley","WAC","Home","W","78-65",0.0769252519564212,"Quadrant 4"
"5843",2024-01-18,"Vermont","AE","Binghamton","AE","Away","W","82-62",0.120650176948965,"Quadrant 4"
"5844",2024-01-18,"Binghamton","AE","Vermont","AE","Home","L","82-62",-0.844513215232339,"Quadrant 3"
"5845",2024-01-18,"Washington St.","P12","Stanford","P12","Away","W","89-75",0.52878594234711,"Quadrant 2"
"5846",2024-01-18,"Stanford","P12","Washington St.","P12","Home","L","89-75",-0.619591989777508,"Quadrant 2"
"5847",2024-01-18,"Washington","P12","California","P12","Away","W","77-75",0.446645800681477,"Quadrant 2"
"5848",2024-01-18,"California","P12","Washington","P12","Home","L","77-75",-0.721023839138863,"Quadrant 2"
"5849",2024-01-18,"Western Kentucky","CUSA","New Mexico St.","CUSA","Away","L","72-70",-0.855870636136604,"Quadrant 4"
"5850",2024-01-18,"New Mexico St.","CUSA","Western Kentucky","CUSA","Home","W","72-70",0.131731474302364,"Quadrant 3"
"5851",2024-01-18,"Wichita St.","Amer","Florida Atlantic","Amer","Away","L","86-77",-0.37533985717214,"Quadrant 1"
"5852",2024-01-18,"Florida Atlantic","Amer","Wichita St.","Amer","Home","W","86-77",0.112272250608999,"Quadrant 3"
"5853",2024-01-19,"Akron","MAC","Kent St.","MAC","Away","W","77-71",0.250149486636509,"Quadrant 3"
"5854",2024-01-19,"Kent St.","MAC","Akron","MAC","Home","L","77-71",-0.826069632970646,"Quadrant 3"
"5855",2024-01-19,"Canisius","MAAC","Iona","MAAC","Away","L","70-58",-0.743303222147165,"Quadrant 3"
"5856",2024-01-19,"Iona","MAAC","Canisius","MAAC","Home","W","70-58",0.0421401396655952,"Quadrant 4"
"5857",2024-01-19,"Fairleigh Dickinson","NEC","Stonehill","NEC","Away","W","76-69",0.0298358886265748,"Quadrant 4"
"5858",2024-01-19,"Stonehill","NEC","Fairleigh Dickinson","NEC","Home","L","76-69",-0.981313645281501,"Quadrant 4"
"5859",2024-01-19,"Georgetown","BE","Xavier","BE","Away","L","92-91",-0.372139898269221,"Quadrant 1"
"5860",2024-01-19,"Xavier","BE","Georgetown","BE","Home","W","92-91",0.0823480256105492,"Quadrant 4"
"5861",2024-01-19,"Indiana","B10","Wisconsin","B10","Away","L","91-79",-0.250958426771224,"Quadrant 1"
"5862",2024-01-19,"Wisconsin","B10","Indiana","B10","Home","W","91-79",0.215263724757642,"Quadrant 3"
"5863",2024-01-19,"LIU Brooklyn","NEC","St. Francis PA","NEC","Away","L","72-66",-0.968680837290181,"Quadrant 4"
"5864",2024-01-19,"St. Francis PA","NEC","LIU Brooklyn","NEC","Home","W","72-66",0.0132163414916695,"Quadrant 4"
"5865",2024-01-19,"Le Moyne","NEC","Central Connecticut","NEC","Away","W","75-73",0.154636646383156,"Quadrant 3"
"5866",2024-01-19,"Central Connecticut","NEC","Le Moyne","NEC","Home","L","75-73",-0.971430718387462,"Quadrant 4"
"5867",2024-01-19,"Marist","MAAC","Mount St. Mary's","MAAC","Away","L","65-48",-0.782851571007163,"Quadrant 3"
"5868",2024-01-19,"Mount St. Mary's","MAAC","Marist","MAAC","Home","W","65-48",0.0686497840992321,"Quadrant 4"
"5869",2024-01-19,"Niagara","MAAC","Rider","MAAC","Away","W","78-74",0.141152532397619,"Quadrant 4"
"5870",2024-01-19,"Rider","MAAC","Niagara","MAAC","Home","L","78-74",-0.952037487987652,"Quadrant 4"
"5871",2024-01-19,"Quinnipiac","MAAC","Siena","MAAC","Away","W","82-70",0.0316881889297671,"Quadrant 4"
"5872",2024-01-19,"Siena","MAAC","Quinnipiac","MAAC","Home","L","82-70",-0.901738521605619,"Quadrant 3"
"5873",2024-01-19,"Saint Louis","A10","VCU","A10","Away","L","85-61",-0.475300401323219,"Quadrant 1"
"5874",2024-01-19,"VCU","A10","Saint Louis","A10","Home","W","85-61",0.0789570061433256,"Quadrant 4"
"5875",2024-01-19,"Saint Peter's","MAAC","Fairfield","MAAC","Away","L","76-67",-0.775468177620837,"Quadrant 3"
"5876",2024-01-19,"Fairfield","MAAC","Saint Peter's","MAAC","Home","W","76-67",0.0582247422072565,"Quadrant 4"
"5877",2024-01-19,"Toledo","MAC","Central Michigan","MAC","Away","L","65-62",-0.850722352100572,"Quadrant 3"
"5878",2024-01-19,"Central Michigan","MAC","Toledo","MAC","Home","W","65-62",0.100026735314346,"Quadrant 3"
"5879",2024-01-19,"UNLV","MWC","Colorado St.","MWC","Away","L","78-75",-0.295107798865117,"Quadrant 1"
"5880",2024-01-19,"Colorado St.","MWC","UNLV","MWC","Home","W","78-75",0.217902444967019,"Quadrant 3"
"5881",2024-01-19,"Wagner","NEC","Merrimack","NEC","Away","W","71-65",0.20799574285501,"Quadrant 3"
"5882",2024-01-19,"Merrimack","NEC","Wagner","NEC","Home","L","71-65",-0.97092370309121,"Quadrant 4"
"5883",2024-01-20,"Alabama","SEC","Tennessee","SEC","Away","L","91-71",-0.138794928612871,"Quadrant 1"
"5884",2024-01-20,"Tennessee","SEC","Alabama","SEC","Home","W","91-71",0.619354142812131,"Quadrant 1"
"5885",2024-01-20,"American","Pat","Lehigh","Pat","Away","L","70-68",-0.895540377515983,"Quadrant 4"
"5886",2024-01-20,"Lehigh","Pat","American","Pat","Home","W","70-68",0.0423715795472859,"Quadrant 4"
"5887",2024-01-20,"Arkansas St.","SB","Texas St.","SB","Away","W","79-72",0.159323871360117,"Quadrant 4"
"5888",2024-01-20,"Texas St.","SB","Arkansas St.","SB","Home","L","79-72",-0.894225177015565,"Quadrant 3"
"5889",2024-01-20,"Army","Pat","Navy","Pat","Away","L","57-53",-0.952423126229167,"Quadrant 4"
"5890",2024-01-20,"Navy","Pat","Army","Pat","Home","W","57-53",0.021834217448942,"Quadrant 4"
"5891",2024-01-20,"BYU","B12","Texas Tech","B12","Away","L","85-78",-0.26725525694526,"Quadrant 1"
"5892",2024-01-20,"Texas Tech","B12","BYU","B12","Home","W","85-78",0.511392683162885,"Quadrant 1"
"5893",2024-01-20,"Baylor","B12","Texas","B12","Away","L","75-73",-0.263726338520826,"Quadrant 1"
"5894",2024-01-20,"Texas","B12","Baylor","B12","Home","W","75-73",0.495258263745787,"Quadrant 1"
"5895",2024-01-20,"Bellarmine","ASun","Eastern Kentucky","ASun","Away","L","82-70",-0.743483128872983,"Quadrant 3"
"5896",2024-01-20,"Eastern Kentucky","ASun","Bellarmine","ASun","Home","W","82-70",0.0284920745687628,"Quadrant 4"
"5897",2024-01-20,"Belmont","MVC","Bradley","MVC","Away","L","95-72",-0.380476177991096,"Quadrant 1"
"5898",2024-01-20,"Bradley","MVC","Belmont","MVC","Home","W","95-72",0.124882903827236,"Quadrant 3"
"5899",2024-01-20,"Bethune Cookman","SWAC","Mississippi Valley St.","SWAC","Away","W","80-64",0.00796343158723778,"Quadrant 4"
"5900",2024-01-20,"Mississippi Valley St.","SWAC","Bethune Cookman","SWAC","Home","L","80-64",-0.975257900703315,"Quadrant 4"
"5901",2024-01-20,"Boston University","Pat","Colgate","Pat","Away","L","75-59",-0.73077471311159,"Quadrant 2"
"5902",2024-01-20,"Colgate","Pat","Boston University","Pat","Home","W","75-59",0.0265772633030336,"Quadrant 4"
"5903",2024-01-20,"Bryant","AE","Albany","AE","Away","W","98-89",0.1392731330822,"Quadrant 4"
"5904",2024-01-20,"Albany","AE","Bryant","AE","Home","L","98-89",-0.903887446186517,"Quadrant 3"
"5905",2024-01-20,"Bucknell","Pat","Lafayette","Pat","Away","L","75-72",-0.900185239746264,"Quadrant 4"
"5906",2024-01-20,"Lafayette","Pat","Bucknell","Pat","Home","W","75-72",0.0310501819546997,"Quadrant 4"
"5907",2024-01-20,"Cal Poly","BW","Cal St. Bakersfield","BW","Away","L","65-53",-0.861751120619913,"Quadrant 4"
"5908",2024-01-20,"Cal St. Bakersfield","BW","Cal Poly","BW","Home","W","65-53",0.0138490349054708,"Quadrant 4"
"5909",2024-01-20,"Cal St. Fullerton","BW","UC Santa Barbara","BW","Away","W","73-69",0.206181444829786,"Quadrant 3"
"5910",2024-01-20,"UC Santa Barbara","BW","Cal St. Fullerton","BW","Home","L","73-69",-0.950468373995041,"Quadrant 4"
"5911",2024-01-20,"Cal St. Northridge","BW","UC Riverside","BW","Away","L","82-63",-0.813659375137445,"Quadrant 3"
"5912",2024-01-20,"UC Riverside","BW","Cal St. Northridge","BW","Home","W","82-63",0.053788662746968,"Quadrant 4"
"5913",2024-01-20,"Campbell","CAA","Towson","CAA","Away","L","77-43",-0.695175895021996,"Quadrant 3"
"5914",2024-01-20,"Towson","CAA","Campbell","CAA","Home","W","77-43",0.0318521111580534,"Quadrant 4"
"5915",2024-01-20,"Central Arkansas","ASun","Austin Peay","ASun","Away","L","94-71",-0.831546650615866,"Quadrant 3"
"5916",2024-01-20,"Austin Peay","ASun","Central Arkansas","ASun","Home","W","94-71",0.0157145665060672,"Quadrant 4"
"5917",2024-01-20,"Charleston Southern","BSth","High Point","BSth","Away","L","86-79",-0.60944134022782,"Quadrant 2"
"5918",2024-01-20,"High Point","BSth","Charleston Southern","BSth","Home","W","86-79",0.0225487294759485,"Quadrant 4"
"5919",2024-01-20,"Clemson","ACC","Florida St.","ACC","Away","W","78-67",0.517548784970169,"Quadrant 2"
"5920",2024-01-20,"Florida St.","ACC","Clemson","ACC","Home","L","78-67",-0.611675892015837,"Quadrant 1"
"5921",2024-01-20,"Coastal Carolina","SB","Appalachian St.","SB","Away","L","88-59",-0.547298611995926,"Quadrant 2"
"5922",2024-01-20,"Appalachian St.","SB","Coastal Carolina","SB","Home","W","88-59",0.0254603352771678,"Quadrant 4"
"5923",2024-01-20,"College of Charleston","CAA","UNC Wilmington","CAA","Away","L","78-69",-0.569103486465894,"Quadrant 2"
"5924",2024-01-20,"UNC Wilmington","CAA","College of Charleston","CAA","Home","W","78-69",0.147704499040147,"Quadrant 3"
"5925",2024-01-20,"Connecticut","BE","Villanova","BE","Away","W","66-65",0.708869482623453,"Quadrant 1"
"5926",2024-01-20,"Villanova","BE","Connecticut","BE","Home","L","66-65",-0.269349647620309,"Quadrant 1"
"5927",2024-01-20,"Cornell","Ivy","Brown","Ivy","Away","W","84-83",0.160714831436815,"Quadrant 4"
"5928",2024-01-20,"Brown","Ivy","Cornell","Ivy","Home","L","84-83",-0.81695160981035,"Quadrant 3"
"5929",2024-01-20,"Creighton","BE","Seton Hall","BE","Away","W","97-94",0.633312316582618,"Quadrant 1"
"5930",2024-01-20,"Seton Hall","BE","Creighton","BE","Home","L","97-94",-0.511211043657881,"Quadrant 1"
"5931",2024-01-20,"DePaul","BE","Butler","BE","Away","L","74-60",-0.371720883996209,"Quadrant 1"
"5932",2024-01-20,"Butler","BE","DePaul","BE","Home","W","74-60",0.0303823338713897,"Quadrant 4"
"5933",2024-01-20,"Delaware","CAA","Drexel","CAA","Away","L","86-67",-0.630866385290545,"Quadrant 2"
"5934",2024-01-20,"Drexel","CAA","Delaware","CAA","Home","W","86-67",0.109885457201348,"Quadrant 3"
"5935",2024-01-20,"Denver","Sum","North Dakota","Sum","Away","L","92-78",-0.821644597439413,"Quadrant 3"
"5936",2024-01-20,"North Dakota","Sum","Denver","Sum","Home","W","92-78",0.0517832320946267,"Quadrant 4"
"5937",2024-01-20,"Duquesne","A10","Saint Joseph's","A10","Away","L","71-69",-0.536021520309327,"Quadrant 2"
"5938",2024-01-20,"Saint Joseph's","A10","Duquesne","A10","Home","W","71-69",0.190376761889156,"Quadrant 3"
"5939",2024-01-20,"East Carolina","Amer","UAB","Amer","Away","L","69-61",-0.622352419860261,"Quadrant 2"
"5940",2024-01-20,"UAB","Amer","East Carolina","Amer","Home","W","69-61",0.106670882005494,"Quadrant 4"
"5941",2024-01-20,"Eastern Illinois","OVC","Lindenwood","OVC","Away","W","78-68",0.0296404276936851,"Quadrant 4"
"5942",2024-01-20,"Lindenwood","OVC","Eastern Illinois","OVC","Home","L","78-68",-0.973255267700733,"Quadrant 4"
"5943",2024-01-20,"Eastern Michigan","MAC","Ohio","MAC","Away","L","85-67",-0.745792481244071,"Quadrant 3"
"5944",2024-01-20,"Ohio","MAC","Eastern Michigan","MAC","Home","W","85-67",0.0190655805799802,"Quadrant 4"
"5945",2024-01-20,"Eastern Washington","BSky","Idaho St.","BSky","Away","W","79-67",0.149027695038729,"Quadrant 4"
"5946",2024-01-20,"Idaho St.","BSky","Eastern Washington","BSky","Home","L","79-67",-0.869370855227799,"Quadrant 3"
"5947",2024-01-20,"Evansville","MVC","Drake","MVC","Away","L","97-48",-0.379904056045064,"Quadrant 1"
"5948",2024-01-20,"Drake","MVC","Evansville","MVC","Home","W","97-48",0.0649988889747577,"Quadrant 4"
"5949",2024-01-20,"Florida A&M","SWAC","Arkansas Pine Bluff","SWAC","Away","L","99-97",-0.94215851538636,"Quadrant 4"
"5950",2024-01-20,"Arkansas Pine Bluff","SWAC","Florida A&M","SWAC","Home","W","99-97",0.0111867967391729,"Quadrant 4"
"5951",2024-01-20,"Florida","SEC","Missouri","SEC","Away","W","79-67",0.338201891074689,"Quadrant 3"
"5952",2024-01-20,"Missouri","SEC","Florida","SEC","Home","L","79-67",-0.532789794036051,"Quadrant 1"
"5953",2024-01-20,"Fort Wayne","Horz","Cleveland St.","Horz","Away","L","75-68",-0.801879907804097,"Quadrant 3"
"5954",2024-01-20,"Cleveland St.","Horz","Fort Wayne","Horz","Home","W","75-68",0.0636521284951941,"Quadrant 4"
"5955",2024-01-20,"Fresno St.","MWC","Utah St.","MWC","Away","L","83-62",-0.380114960836821,"Quadrant 1"
"5956",2024-01-20,"Utah St.","MWC","Fresno St.","MWC","Home","W","83-62",0.0683664245457323,"Quadrant 4"
"5957",2024-01-20,"George Washington","A10","Massachusetts","A10","Away","L","81-67",-0.537404093921164,"Quadrant 2"
"5958",2024-01-20,"Massachusetts","A10","George Washington","A10","Home","W","81-67",0.066025026280692,"Quadrant 4"
