"","date","team","opp","location","opp_location","team_rtg","opp_rtg","bub_rtg","bub_win_prob","wabW","wabL","net","quad"
"1",2024-03-04,"Portland St.","Idaho","H","A",0.382911160862317,0.185095014838417,0.868511249751296,0.966755667036397,0.0332443329636029,-0.966755667036397,316,"Quadrant 4"
"2",2024-03-04,"North Carolina St.","Duke","H","A",0.804306296957304,0.904485265600433,0.868511249751296,0.410904797828848,0.589095202171152,-0.410904797828848,10,"Quadrant 1"
"3",2024-03-04,"Howard","Delaware St.","H","A",0.354082710355203,0.196242420929483,0.868511249751296,0.964353474064826,0.0356465259351738,-0.964353474064826,306,"Quadrant 4"
"4",2024-03-04,"Baylor","Texas","H","A",0.934511345986853,0.848375456005626,0.868511249751296,0.541390888056836,0.458609111943164,-0.541390888056836,27,"Quadrant 1"
"5",2024-03-04,"Montana St.","Weber St.","H","A",0.465416532556479,0.446012052694748,0.868511249751296,0.891354913301305,0.108645086698695,-0.891354913301305,139,"Quadrant 3"
"6",2024-03-04,"Incarnate Word","Southeastern Louisiana","H","A",0.166286694493069,0.209859635110667,0.868511249751296,0.961344023815055,0.0386559761849445,-0.961344023815055,284,"Quadrant 4"
"7",2024-03-04,"Norfolk St.","Maryland Eastern Shore","H","A",0.380342732027288,0.0635796432638527,0.868511249751296,0.989825361979946,0.0101746380200542,-0.989825361979946,351,"Quadrant 4"
"8",2024-03-04,"Northern Arizona","Northern Colorado","H","A",0.257283513150267,0.350139878237875,0.868511249751296,0.924581155262424,0.0754188447375763,-0.924581155262424,182,"Quadrant 4"
"9",2024-03-04,"Prairie View A&M","Jackson St.","H","A",0.14827032910101,0.203306887889904,0.868511249751296,0.962802694924309,0.0371973050756909,-0.962802694924309,287,"Quadrant 4"
"10",2024-03-04,"Texas A&M Commerce","Lamar","H","A",0.20287191934583,0.282426882603398,0.868511249751296,0.943763754813939,0.0562362451860607,-0.943763754813939,222,"Quadrant 4"
"11",2024-03-04,"Grambling St.","Bethune Cookman","H","A",0.310379812404687,0.168198159564658,0.868511249751296,0.970295746708779,0.0297042532912207,-0.970295746708779,308,"Quadrant 4"
"12",2024-03-04,"Texas Southern","Alcorn St.","H","A",0.346744815575207,0.204676161562868,0.868511249751296,0.962499511007073,0.0375004889929267,-0.962499511007073,290,"Quadrant 4"
"13",2024-03-04,"Sacramento St.","Eastern Washington","H","A",0.237942551907799,0.46777595783927,0.868511249751296,0.882563638374582,0.117436361625418,-0.882563638374582,132,"Quadrant 3"
"14",2024-03-04,"Texas A&M Corpus Chris","New Orleans","H","A",0.579626892821161,0.11060900206671,0.868511249751296,0.981519662505466,0.0184803374945339,-0.981519662505466,344,"Quadrant 4"
"15",2024-03-04,"Montana","Idaho St.","H","A",0.595585709060422,0.268381014169688,0.868511249751296,0.947385355632804,0.0526146443671955,-0.947385355632804,249,"Quadrant 4"
"16",2024-03-04,"Coppin St.","South Carolina St.","H","A",0.0677445738208273,0.204013610434127,0.868511249751296,0.962646319161131,0.0373536808388686,-0.962646319161131,288,"Quadrant 4"
"17",2024-03-04,"Morgan St.","North Carolina Central","H","A",0.16822655677922,0.294960284654397,0.868511249751296,0.940434903387147,0.0595650966128527,-0.940434903387147,254,"Quadrant 4"
"18",2024-03-04,"Southern","Florida A&M","H","A",0.440604526746444,0.0899543447925092,0.868511249751296,0.985255803336228,0.0147441966637725,-0.985255803336228,339,"Quadrant 4"
